"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US60603","ZCTA5 60603","366","110","107419","22016","67.2","18.0","119000","31227","3.8","6.5","-","**","0.0","7.9","-","**","29.0","19.8","3250","126268","0.0","7.9","-","**","0.0","7.9","-","**","0.0","7.9","-","**","3.8","6.6","-","**","63.4","18.8","120568","48015","25.1","19.1","2667","16889","38.8","17.8","106694","12762","31.1","13.2","250,000+","***","4.9","5.6","-","**","151","82","120804","141191","3.3","5.5","-","**","96.7","5.5","121250","173428","100.0","17.9","120804","141231","0.0","17.9","-","**","0.0","17.9","-","**","215","82","80114","102965","51.2","25.4","3417","50882","9.3","7.9","96250","155792","41.9","27.5","2583","3269","48.8","25.4","119934","61114","41.4","23.9","120781","112477","7.4","8.9","-","**","18.6","(X)","(X)","(X)","14.6","(X)","(X)","(X)","21.4","(X)","(X)","(X)",
"8600000US60604","ZCTA5 60604","261","65","132188","79415","83.5","12.3","152917","83615","0.0","10.8","-","**","0.0","10.8","-","**","14.6","12.0","250,000+","***","0.0","10.8","-","**","0.0","10.8","-","**","1.9","3.7","-","**","3.1","4.7","-","**","82.4","12.7","132188","73789","10.0","10.6","-","**","26.1","12.4","87500","109557","54.0","15.1","156641","103376","10.0","6.1","235000","172242","133","42","196250","110098","4.5","7.1","-","**","95.5","7.1","196607","114422","92.5","9.1","211875","84052","3.8","6.4","-","**","3.8","6.5","-","**","128","56","51250","139623","37.5","26.5","66000","129517","33.6","25.8","32250","182790","3.9","6.3","-","**","62.5","26.5","37206","306094","57.8","28.0","36765","209834","4.7","7.6","-","**","12.6","(X)","(X)","(X)","16.5","(X)","(X)","(X)","8.6","(X)","(X)","(X)",
"8600000US60605","ZCTA5 60605","13264","633","75426","7614","60.7","3.2","97934","8850","20.4","3.1","26127","7843","0.1","0.1","-","**","15.7","2.9","67532","29921","0.0","0.2","-","**","1.4","1.0","93650","54326","1.7","1.4","48156","81337","3.8","1.4","87917","31755","58.4","3.5","99327","10865","7.3","2.8","20250","14198","54.6","3.2","92280","7745","25.6","2.9","96968","11319","12.5","2.6","26963","4496","4276","442","142000","30591","35.4","7.2","170120","44659","64.6","7.2","131597","19453","85.1","4.5","166167","24407","13.2","4.4","68462","47298","1.7","1.1","95132","115830","8988","688","54455","9501","54.7","4.5","54409","6785","45.6","4.5","53364","4055","9.1","2.8","94081","29594","45.3","4.5","54750","25264","34.0","5.0","47538","19403","11.3","3.0","98068","64462","23.1","(X)","(X)","(X)","27.9","(X)","(X)","(X)","20.6","(X)","(X)","(X)",
"8600000US60606","ZCTA5 60606","1691","226","109324","15309","86.0","7.1","117667","23293","0.0","1.8","-","**","0.0","1.8","-","**","12.2","6.7","107807","117743","0.0","1.8","-","**","1.1","1.8","-","**","0.7","1.1","-","**","6.0","4.3","64813","115752","81.1","7.7","119333","30707","9.0","5.4","61250","19767","72.5","7.5","109262","19112","13.0","5.7","185938","103644","5.5","5.8","250,000+","***","486","142","145147","39523","45.7","17.5","114286","57070","54.3","17.5","156500","24495","84.4","11.3","146324","34744","9.5","9.0","61154","82365","6.2","7.1","-","**","1205","217","86875","25003","46.3","11.6","76833","50633","34.6","10.8","77917","70735","11.7","8.8","76417","98698","53.7","11.6","92656","36817","40.2","11.2","80417","40105","13.4","5.9","131833","98860","14.3","(X)","(X)","(X)","14.8","(X)","(X)","(X)","14.1","(X)","(X)","(X)",
"8600000US60607","ZCTA5 60607","11435","440","80261","4604","64.2","2.7","92384","12552","14.1","2.2","34063","15794","0.7","0.5","-","**","18.0","2.1","82065","14482","0.0","0.3","-","**","1.0","0.7","26250","1446","2.1","0.8","93500","35854","6.3","2.0","39875","66024","60.2","2.9","94668","9897","7.8","1.2","19282","5294","64.2","2.9","95012","10068","19.9","2.5","92396","21953","8.2","1.3","18821","2426","4365","297","132719","14389","36.4","4.1","122568","41594","63.6","4.1","144763","12798","75.9","4.5","159600","11703","21.1","4.5","40272","14483","3.0","1.6","16250","39592","7070","455","67719","6535","50.2","4.1","54611","12280","36.3","4.3","56157","14738","13.9","3.2","50500","20110","49.8","4.1","80119","8676","33.8","4.5","68113","13386","16.0","2.6","104904","27935","25.9","(X)","(X)","(X)","26.1","(X)","(X)","(X)","25.8","(X)","(X)","(X)",
"8600000US60608","ZCTA5 60608","24973","562","35336","1344","49.9","2.0","37296","2763","13.2","1.0","19830","4162","0.7","0.3","48681","29732","10.5","1.1","44341","6119","0.0","0.1","-","**","23.7","1.6","35728","2679","2.0","0.6","36250","8290","50.6","1.5","35145","1941","24.5","1.5","43635","4280","6.0","0.9","21109","1829","45.3","1.8","40379","3673","33.6","1.5","41141","4394","15.1","1.2","19896","1996","14643","616","38381","2612","50.0","2.5","32557","2218","50.0","2.5","47252","3274","56.7","2.3","51260","3387","29.6","2.1","26697","2317","13.7","1.7","32631","5048","10330","449","27027","2170","43.1","2.7","24652","3979","33.5","2.7","20423","3338","9.6","1.9","46144","10832","56.9","2.7","30264","3254","43.7","2.8","25431","4329","13.2","2.3","46858","8078","25.7","(X)","(X)","(X)","28.4","(X)","(X)","(X)","20.1","(X)","(X)","(X)",
"8600000US60609","ZCTA5 60609","18796","447","33630","1399","48.5","1.9","40704","3080","29.8","1.5","21706","2279","0.3","0.3","38333","22958","4.9","0.7","52222","13823","0.1","0.1","-","**","15.3","1.5","33089","3858","1.1","0.4","26250","8548","43.0","2.0","34188","2295","22.1","1.4","48736","5049","4.0","0.9","22750","4905","43.1","2.0","35680","2282","37.3","2.2","37001","3234","15.6","1.1","23000","2954","13473","529","36118","1749","53.8","2.7","31307","2204","46.2","2.7","44874","4513","53.6","2.7","48304","3204","31.0","2.4","25804","2189","15.3","1.9","26538","2702","5323","382","22641","2985","46.0","4.0","20013","6690","35.3","3.9","15656","2292","10.7","2.4","37159","10131","54.0","4.0","24547","2658","43.4","3.9","20475","4470","10.6","2.7","35625","5668","28.7","(X)","(X)","(X)","30.1","(X)","(X)","(X)","21.5","(X)","(X)","(X)",
"8600000US60610","ZCTA5 60610","22810","521","72636","6693","77.4","2.0","83714","4995","14.2","1.5","13805","2674","0.0","0.1","-","**","6.6","1.4","73214","26513","0.0","0.1","-","**","1.2","0.7","14089","7942","0.7","0.4","20972","22551","5.6","1.7","27667","12911","73.4","2.3","84659","5093","5.4","1.0","18532","10899","49.5","2.3","77500","6251","25.4","2.0","87667","11072","19.6","1.7","48086","9788","6675","468","114875","12812","29.2","4.0","62625","49857","70.8","4.0","120219","19462","75.7","4.0","165150","18654","20.7","3.6","19408","11219","3.6","1.7","53081","27329","16135","724","59411","6349","56.0","2.8","55989","6390","48.7","2.9","50920","5062","7.2","1.8","101442","27155","44.0","2.8","70904","18389","36.6","3.0","56075","8548","7.4","1.6","112792","24451","25.7","(X)","(X)","(X)","33.3","(X)","(X)","(X)","22.5","(X)","(X)","(X)",
"8600000US60611","ZCTA5 60611","19554","590","85642","8890","78.7","2.9","92619","13488","3.4","1.4","56338","30395","0.0","0.2","-","**","15.3","2.2","76671","12034","0.0","0.2","-","**","1.6","1.3","34160","1950","1.0","0.9","21250","44343","4.5","1.6","34933","13525","75.9","2.9","98145","13126","6.6","1.3","32885","12361","44.4","2.3","72513","7728","28.1","2.4","133548","23597","21.0","1.8","79958","19633","5981","557","167321","20736","14.9","3.1","146288","52851","85.1","3.1","171161","22139","91.7","2.4","173929","25989","6.5","2.2","56337","34714","1.8","1.2","192768","88984","13573","687","66507","3904","55.6","3.2","60500","5626","50.0","3.1","56283","6982","5.6","1.5","98750","29829","44.4","3.2","79509","11955","36.9","3.3","73083","13778","7.6","2.0","154881","96226","21.0","(X)","(X)","(X)","20.9","(X)","(X)","(X)","21.0","(X)","(X)","(X)",
"8600000US60612","ZCTA5 60612","13190","348","35318","3489","29.9","2.1","62981","7115","59.4","1.9","22325","3137","0.1","0.1","-","**","4.3","0.9","77917","15942","0.0","0.2","-","**","4.7","1.1","26957","15293","1.6","0.6","76029","20101","12.8","1.6","36635","7289","22.7","2.1","71401","6048","4.2","1.0","11366","5175","48.0","2.4","58440","4334","31.7","2.2","31360","5027","16.1","1.6","14556","2820","6964","374","42740","5846","53.5","3.2","32309","5252","46.5","3.2","53100","5649","41.5","2.8","83621","6926","47.6","3.5","25164","3578","10.9","2.8","28094","7993","6226","350","25425","4121","51.9","3.7","22334","3366","42.6","3.7","16458","2537","9.3","2.2","66571","11297","48.1","3.7","30269","7572","37.0","3.4","20147","3732","11.1","2.0","81906","12538","40.9","(X)","(X)","(X)","44.9","(X)","(X)","(X)","36.1","(X)","(X)","(X)",
"8600000US60613","ZCTA5 60613","26700","578","66697","3589","83.9","1.6","72913","4331","6.4","1.1","30163","8926","0.2","0.2","21818","20221","6.0","1.0","64762","14925","0.0","0.1","-","**","1.4","0.6","40545","17384","2.2","0.7","45000","51614","8.4","1.3","47606","14306","77.2","2.0","74736","4522","8.7","1.3","34833","8485","57.0","2.1","80767","5689","23.4","1.7","70413","13366","10.9","1.1","24269","5837","8015","616","115872","10118","39.4","3.4","137723","21457","60.6","3.4","105052","7896","82.6","2.8","135054","9616","14.0","2.5","44698","14738","3.3","1.4","89118","36244","18685","657","53593","2633","50.1","2.2","49203","3134","38.5","2.3","45092","3440","11.6","1.7","85417","10638","49.9","2.2","58779","5967","36.1","2.1","49221","7719","13.7","1.7","97121","15833","19.9","(X)","(X)","(X)","20.5","(X)","(X)","(X)","19.2","(X)","(X)","(X)",
"8600000US60614","ZCTA5 60614","33499","631","86215","4210","88.6","1.3","92735","4169","3.7","0.8","31714","8859","0.2","0.2","52786","30621","5.1","0.9","69868","16280","0.0","0.1","-","**","0.9","0.4","19250","10145","1.5","0.5","90000","57212","5.0","0.8","51103","12917","84.4","1.5","94438","5124","12.2","1.1","30875","6059","55.0","1.6","100176","5627","21.5","1.4","121081","10946","11.3","0.9","45185","15339","11007","596","165148","9515","47.1","2.7","186895","24022","52.9","2.7","148196","8983","88.1","1.9","180227","10928","7.8","1.4","46964","22141","4.1","1.3","67989","25531","22492","768","63582","2819","52.1","2.0","55764","3319","39.7","1.9","48681","3457","12.4","1.3","97933","9920","47.9","2.0","71598","5758","33.5","1.7","61037","6268","14.4","1.4","108672","7824","21.0","(X)","(X)","(X)","21.9","(X)","(X)","(X)","20.5","(X)","(X)","(X)",
"8600000US60615","ZCTA5 60615","19947","443","39055","2306","26.1","1.8","56396","7054","63.5","1.8","34758","2636","0.4","0.3","25972","24114","6.6","1.2","33074","5822","0.0","0.1","-","**","1.0","0.5","37778","12475","2.3","0.7","39344","24814","3.3","0.8","35234","12635","24.3","1.7","59330","6437","7.5","1.2","11390","1600","41.2","2.1","41312","3914","31.4","2.0","49361","4765","19.9","1.5","33293","4765","7909","388","57292","4478","47.2","3.6","42941","10397","52.8","3.6","66042","8744","49.9","2.9","94730","8376","42.0","3.1","34818","5159","8.2","1.8","30354","8831","12038","521","30217","2394","56.0","2.8","34715","4540","48.4","3.0","33367","3883","7.6","1.6","44184","9868","44.0","2.8","25290","3633","36.1","2.8","23808","2583","7.9","1.8","43478","20482","25.9","(X)","(X)","(X)","28.0","(X)","(X)","(X)","23.8","(X)","(X)","(X)",
"8600000US60616","ZCTA5 60616","21312","642","44258","2354","29.8","1.8","67976","7979","32.6","1.6","38612","4539","0.4","0.4","26406","108939","31.1","1.6","29443","4207","0.2","0.2","-","**","3.9","1.2","62727","55486","2.0","1.0","37300","36452","8.3","1.6","58828","14198","26.2","1.9","70759","8192","6.1","1.1","19597","4883","41.9","2.2","54771","3578","33.3","2.3","51484","7821","18.7","1.5","20051","3458","10439","558","51845","3797","43.7","3.1","47278","9755","56.3","3.1","54000","6334","65.3","3.6","61697","7196","26.2","3.2","36979","6843","8.5","1.8","47313","12598","10873","623","38912","4448","53.9","3.2","35278","4307","47.6","3.4","35239","4919","6.3","1.6","35536","13042","46.1","3.2","43171","3426","37.6","3.3","43116","3274","8.4","1.8","47762","21142","24.7","(X)","(X)","(X)","30.3","(X)","(X)","(X)","19.2","(X)","(X)","(X)",
"8600000US60617","ZCTA5 60617","28172","530","38845","2066","30.0","1.2","41168","2368","60.6","1.0","38893","3616","0.4","0.2","31591","36345","0.3","0.2","36803","38927","0.0","0.1","-","**","7.6","1.0","31202","3847","1.0","0.4","24306","20965","29.4","1.3","38458","2825","10.1","1.0","39682","4314","2.8","0.7","15093","5400","29.0","1.8","34309","4205","39.8","1.5","47248","3031","28.4","1.4","33688","2912","19541","602","44738","1774","42.4","2.3","34205","3159","57.6","2.3","53474","3811","51.1","2.4","62282","3248","41.0","2.3","29497","2515","7.9","1.5","34626","5233","8631","465","23476","2542","59.3","3.8","22532","2948","54.3","3.8","21432","2039","5.0","1.6","52292","31409","40.7","3.8","24647","4010","36.0","3.6","25130","3922","4.7","1.6","21733","15266","38.7","(X)","(X)","(X)","41.3","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"8600000US60618","ZCTA5 60618","35780","596","55577","1963","80.7","1.3","56722","1991","3.1","0.7","61464","13691","0.3","0.2","73611","124223","4.5","0.7","66883","5765","0.0","0.1","-","**","9.3","0.9","45493","5088","2.1","0.5","42986","7752","35.4","1.5","44070","2527","55.7","1.7","70269","2860","4.3","0.7","29258","6809","53.3","1.8","66218","2169","29.4","1.6","57112","4170","13.0","1.0","31309","3191","21299","697","63899","2590","48.9","2.0","64526","3877","51.1","2.0","62990","5637","69.5","2.1","81265","3785","19.7","1.8","35933","3864","10.9","1.6","41002","4351","14481","627","46150","2068","46.6","2.9","43028","3658","36.7","2.8","36477","6513","9.9","1.4","73351","6672","53.4","2.9","50105","4141","35.6","2.6","39076","6644","17.8","2.2","75032","8136","27.8","(X)","(X)","(X)","31.2","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"8600000US60619","ZCTA5 60619","26181","647","34977","1647","0.9","0.4","35536","30446","97.1","0.6","35100","1613","0.2","0.3","-","**","0.1","0.1","14868","57681","0.0","0.1","-","**","0.2","0.2","19063","50807","1.4","0.4","26597","8225","0.8","0.4","33750","26813","0.6","0.4","45917","63535","2.2","0.7","10448","2671","27.3","1.9","38492","3665","43.6","2.0","37997","2268","26.9","1.4","30237","3292","14504","605","45151","3000","41.5","2.5","33918","3913","58.5","2.5","52814","3748","32.5","2.4","67597","4620","55.9","2.9","35225","3773","11.6","2.0","36889","4595","11677","663","23145","2465","60.2","3.5","23117","2915","54.0","3.5","21018","2697","6.2","1.5","41890","6323","39.8","3.5","23183","3770","33.8","3.2","22106","2425","6.0","2.1","37031","11459","42.0","(X)","(X)","(X)","44.3","(X)","(X)","(X)","36.9","(X)","(X)","(X)",
"8600000US60620","ZCTA5 60620","25707","535","31753","1519","0.6","0.4","65179","46742","97.7","0.7","31834","1526","0.6","0.5","9706","23761","0.1","0.1","-","**","0.0","0.1","-","**","0.2","0.2","11202","19475","0.8","0.3","26159","5250","1.0","0.4","44327","32573","0.2","0.2","76591","72273","1.7","0.6","14922","5500","31.1","2.0","26005","1594","37.6","2.1","37957","3085","29.5","1.3","32789","2186","16877","594","37205","2037","41.1","2.5","26003","1484","58.9","2.5","46048","3361","34.2","2.6","59391","3382","57.2","2.8","26588","1073","8.6","1.4","38901","7721","8830","509","21903","1705","61.4","3.5","21848","2839","56.2","3.4","20497","2432","5.2","1.4","48826","15134","38.6","3.5","21938","1833","33.9","3.3","21127","2367","4.7","1.7","33992","13938","39.5","(X)","(X)","(X)","42.0","(X)","(X)","(X)","32.7","(X)","(X)","(X)",
"8600000US60621","ZCTA5 60621","11432","390","19548","1849","0.7","0.4","38000","45930","97.3","0.9","19875","1818","0.5","0.4","3239","4910","0.0","0.1","-","**","0.1","0.1","-","**","0.5","0.4","15700","2580","0.9","0.5","17647","13101","1.0","0.6","20568","14931","0.5","0.4","14200","28430","3.6","1.1","10640","3936","32.8","2.5","20513","2399","39.0","2.6","20371","3035","24.6","1.8","19271","2526","7117","360","23132","2348","44.3","3.5","17118","2939","55.7","3.5","30293","2544","21.3","3.2","43932","4853","68.9","4.1","18728","2023","9.8","2.5","20712","3846","4315","299","12457","1837","56.7","4.8","12333","1970","51.9","4.7","11520","1194","4.8","1.9","28661","14911","43.3","4.8","12832","3427","37.5","4.7","11844","2390","5.8","2.1","26250","17811","38.1","(X)","(X)","(X)","39.5","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
"8600000US60622","ZCTA5 60622","23338","472","68923","3742","79.1","1.9","76401","3991","7.0","1.1","25321","7205","0.4","0.3","12273","37676","3.8","0.8","87611","11319","0.0","0.1","-","**","8.3","1.2","44242","8198","1.4","0.5","57063","23262","21.2","1.6","39775","3689","66.9","1.9","84850","5234","5.2","0.9","44754","7063","65.3","1.7","81642","3129","19.8","1.4","56800","7161","9.7","1.1","20646","1543","10222","513","81797","6168","43.7","3.0","82500","18446","56.3","3.0","81504","6969","66.0","3.0","122822","10633","23.7","2.7","30509","7045","10.3","1.8","47955","18205","13116","517","63068","2628","47.6","2.3","57266","6912","30.6","2.3","46439","4670","17.0","2.1","84438","6747","52.4","2.3","67179","4661","33.6","2.2","52943","5487","18.8","2.0","90714","15354","27.2","(X)","(X)","(X)","28.8","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
"8600000US60623","ZCTA5 60623","23686","532","28949","1847","46.0","1.8","31200","1750","37.5","1.2","23111","2238","0.3","0.2","21071","39490","0.1","0.1","30000","57290","0.0","0.1","-","**","15.3","1.6","34277","4413","0.8","0.3","32000","30748","59.5","1.4","31455","1585","2.7","0.7","39130","19617","4.2","0.9","19833","4123","41.4","2.2","28733","3507","39.3","1.9","32475","2188","15.1","1.3","23125","3045","18080","585","29798","1621","55.3","2.5","25310","1651","44.7","2.5","34011","2189","46.3","2.2","38660","1949","40.9","1.9","20198","1690","12.8","1.6","28544","3893","5606","381","20571","2106","47.5","4.1","17254","2235","41.8","3.8","15806","2363","5.7","1.9","28696","2768","52.5","4.1","23750","5316","37.0","3.3","19790","3338","15.5","3.1","39034","15288","40.5","(X)","(X)","(X)","40.4","(X)","(X)","(X)","35.6","(X)","(X)","(X)",
"8600000US60624","ZCTA5 60624","12098","406","22786","1918","2.6","0.8","24571","33558","95.8","1.1","22342","1875","0.0","0.1","-","**","0.3","0.3","27222","62869","0.0","0.2","-","**","1.1","0.7","40722","10291","0.3","0.3","17143","110776","1.9","0.8","33929","23660","1.9","0.8","40833","34801","4.0","1.2","18370","5826","36.4","2.7","25572","3813","35.3","2.5","25281","2997","24.3","2.0","18347","1835","8270","371","27240","2944","49.5","2.9","21183","2136","50.5","2.9","36179","2918","22.1","2.8","55154","4749","65.7","3.1","21518","2842","12.2","2.3","26953","8715","3828","280","14807","1581","54.8","4.9","12753","1830","50.1","5.3","11849","1847","4.7","2.2","17788","37152","45.2","4.9","16895","1695","37.5","4.8","15639","2291","7.7","2.6","22434","17050","62.1","(X)","(X)","(X)","63.6","(X)","(X)","(X)","55.0","(X)","(X)","(X)",
"8600000US60625","ZCTA5 60625","28707","520","56597","3234","68.2","1.9","61880","3799","4.1","0.8","41619","11778","0.3","0.2","58049","33451","12.4","1.3","57091","11157","0.2","0.2","-","**","12.6","1.4","38125","6173","2.2","0.5","52045","3140","26.4","1.5","42876","5012","55.2","1.9","66954","3480","3.6","0.8","28750","7771","51.5","1.8","62417","3576","32.3","1.7","59334","4898","12.7","1.2","34275","4752","16829","657","62945","3562","46.1","2.6","52087","5454","53.9","2.6","74848","4874","73.3","2.3","77446","6340","16.4","2.0","35758","5160","10.3","1.8","50839","10924","11878","675","44108","3957","52.3","3.0","44123","5634","40.5","2.9","34460","4596","11.7","1.8","70326","10809","47.7","3.0","44088","6545","32.7","2.8","36579","4340","15.0","2.6","71964","15374","30.6","(X)","(X)","(X)","35.3","(X)","(X)","(X)","22.1","(X)","(X)","(X)",
"8600000US60626","ZCTA5 60626","22045","567","38734","2924","61.8","2.3","45767","3994","25.8","2.2","27485","6692","0.1","0.1","-","**","5.5","1.2","37692","15505","0.0","0.1","-","**","4.1","1.0","29365","4069","2.6","0.7","28425","14676","15.3","1.9","35251","6280","51.2","2.4","48817","4394","7.4","1.3","22478","7087","48.2","2.2","45950","5793","34.5","2.2","43020","4076","9.8","1.5","15976","2215","8832","513","52645","7541","48.5","3.8","44162","8954","51.5","3.8","59710","5313","62.1","4.0","70994","6708","27.2","4.0","26149","6477","10.8","2.8","35412","7288","13213","641","30369","3310","47.3","3.4","30864","4730","37.8","3.1","24640","3046","9.6","2.0","55116","12497","52.7","3.4","29865","4555","40.2","3.4","26068","1450","12.4","2.1","50455","5453","28.7","(X)","(X)","(X)","33.4","(X)","(X)","(X)","24.6","(X)","(X)","(X)",
"8600000US60628","ZCTA5 60628","24054","509","37472","1921","3.7","0.6","43775","7553","94.5","0.8","36947","2023","0.1","0.1","-","**","0.2","0.2","66042","53972","0.0","0.1","-","**","0.8","0.4","63274","24846","0.8","0.4","48073","22349","2.6","0.5","42692","11508","2.3","0.5","44659","15005","1.6","0.5","15635","9894","26.5","1.8","36765","3969","40.0","1.8","44559","2671","31.8","1.3","32981","2393","15731","577","42338","2668","36.8","2.4","29911","5931","63.2","2.4","47406","2675","38.8","2.0","62807","5734","51.4","2.3","29458","2925","9.8","1.3","32033","3737","8323","596","27411","2361","63.1","3.6","25609","4207","57.0","3.7","24733","3635","6.1","2.0","33438","50486","36.9","3.6","30294","3820","30.8","3.2","27063","3895","6.1","2.1","54893","37829","44.1","(X)","(X)","(X)","47.0","(X)","(X)","(X)","35.4","(X)","(X)","(X)",
"8600000US60629","ZCTA5 60629","30321","554","40650","1475","35.9","1.6","45382","3119","28.5","1.2","30186","2027","0.3","0.2","60833","27862","0.8","0.3","62895","45125","0.0","0.1","-","**","32.9","1.7","43582","1346","1.6","0.5","55766","6112","55.1","1.2","44866","1720","15.4","1.0","40816","4041","2.6","0.7","26537","7228","43.1","1.8","41324","3092","40.1","1.7","47130","2417","14.3","1.0","27459","2051","23783","567","43774","1351","57.1","2.0","39702","2376","42.9","2.0","48866","2980","59.5","2.2","52289","2900","29.5","1.9","30845","1600","11.0","1.6","37455","6403","6538","423","23400","2237","49.6","4.1","20167","2002","45.2","3.7","19143","2072","4.4","1.5","48315","27603","50.4","4.1","26750","1964","40.8","3.8","24795","3303","9.5","2.7","32010","9443","29.7","(X)","(X)","(X)","29.2","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"8600000US60630","ZCTA5 60630","20636","496","58086","5342","80.2","1.9","56897","4506","1.4","0.6","61607","53297","0.6","0.4","85893","27210","7.9","1.1","80263","13295","0.0","0.1","-","**","8.4","1.3","47602","2813","1.5","0.6","75865","4671","18.6","1.8","58125","13643","70.4","2.1","55834","2948","1.8","0.7","35385","18296","37.0","2.1","71699","6703","39.2","2.0","69127","3130","22.0","1.5","28193","2591","13643","466","74479","3098","45.8","2.6","76493","5639","54.2","2.6","72815","5354","76.8","2.6","81608","3400","16.9","2.3","44547","5909","6.4","1.4","51406","13169","6993","427","32394","2218","54.3","4.4","28622","5851","48.8","4.2","23324","5122","5.6","1.6","75417","10183","45.7","4.4","36496","4594","39.7","4.3","33072","4018","6.0","1.7","61484","14405","37.5","(X)","(X)","(X)","39.3","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
"8600000US60631","ZCTA5 60631","11759","375","74007","5980","94.4","1.8","73540","5674","0.6","0.8","-","**","0.1","0.2","-","**","2.0","0.8","90521","23128","0.0","0.3","-","**","1.9","1.0","44750","57948","1.1","0.7","56917","75593","6.3","1.6","82500","23921","89.9","2.2","72257","6167","0.8","0.6","33864","4250","31.1","2.4","83834","3864","37.7","2.1","89205","4957","30.4","2.0","34866","3889","7147","413","90982","5975","38.0","3.0","108822","10806","62.0","3.0","81895","7772","80.0","2.9","100458","4229","12.8","2.5","57266","17712","7.2","2.0","80745","12996","4612","377","41250","6238","55.0","5.1","29083","7583","50.4","4.9","26461","5997","4.6","2.4","91694","82452","45.0","5.1","57566","11033","37.2","5.0","54313","12212","7.8","2.9","78684","20236","34.7","(X)","(X)","(X)","35.9","(X)","(X)","(X)","32.4","(X)","(X)","(X)",
"8600000US60632","ZCTA5 60632","23642","441","38545","1257","63.4","2.1","38157","1850","2.3","0.7","35972","16917","0.3","0.2","52500","24365","4.7","0.8","42107","8130","0.0","0.1","-","**","28.8","2.1","39147","2273","0.5","0.3","28281","23178","75.8","1.5","38803","1406","17.3","1.3","35536","5011","4.3","0.9","31034","8551","45.4","1.9","39128","1465","36.8","1.9","43271","2918","13.4","1.3","30338","2356","19267","526","39702","1571","59.5","2.1","37448","1855","40.5","2.1","44453","3002","66.3","2.6","44204","2420","20.1","2.0","29541","5782","13.6","1.6","37573","3343","4375","390","24734","2003","39.7","4.5","21109","3522","34.7","4.3","20016","2913","5.1","2.1","33500","27322","60.3","4.5","26901","3853","43.8","4.6","23041","2744","16.5","4.9","38841","7738","28.9","(X)","(X)","(X)","28.5","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
