"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US60603","ZCTA5 60603","491","107","122031","34144","70.5","13.8","135625","47346","0.6","1.1","-","**","0.0","5.4","-","**","28.9","13.8","2,500-","***","0.0","5.4","-","**","0.0","5.4","-","**","0.0","5.4","-","**","6.3","7.3","-","**","64.2","14.2","132250","49379","22.4","15.0","2,500-","***","36.0","12.0","109102","14016","36.5","11.2","250,000+","***","5.1","3.3","166250","90180","214","70","250,000+","***","13.1","13.6","250,000+","***","86.9","13.6","250,000+","***","95.8","4.8","250,000+","***","2.3","3.2","-","**","1.9","3.5","-","**","277","101","57054","51845","53.1","18.5","(X)","(X)","30.0","14.6","(X)","(X)","23.1","21.9","(X)","(X)","46.9","18.5","(X)","(X)","35.0","16.2","(X)","(X)","11.9","10.2","(X)","(X)","18.3","(X)","(X)","(X)","25.7","(X)","(X)","(X)","12.6","(X)","(X)","(X)",
"8600000US60604","ZCTA5 60604","338","94","151731","23322","66.0","22.1","158203","46595","1.5","2.3","-","**","0.0","7.8","-","**","32.5","22.4","151442","117153","0.0","7.8","-","**","0.0","7.8","-","**","0.0","7.8","-","**","4.7","4.6","250,000+","***","61.2","20.9","157891","54540","3.8","5.9","-","**","37.6","16.7","134250","107639","47.0","16.0","245250","154692","11.5","6.5","250,000+","***","124","32","250,000+","***","19.4","12.9","(X)","(X)","80.6","12.9","(X)","(X)","90.3","10.3","(X)","(X)","4.8","7.2","(X)","(X)","4.8","7.1","(X)","(X)","214","91","150433","112145","35.0","27.1","(X)","(X)","23.4","19.0","(X)","(X)","11.7","15.3","(X)","(X)","65.0","27.1","(X)","(X)","59.8","28.8","(X)","(X)","5.1","5.9","(X)","(X)","10.7","(X)","(X)","(X)","21.0","(X)","(X)","(X)","4.7","(X)","(X)","(X)",
"8600000US60605","ZCTA5 60605","13467","798","87668","10466","60.3","4.6","106308","13698","19.7","4.3","28791","23017","0.2","0.2","-","**","15.8","3.3","85492","37516","0.0","0.2","-","**","1.2","1.1","122649","67164","2.9","1.8","(X)","(X)","4.0","2.1","81296","48929","58.5","4.9","107154","14543","6.5","2.8","19250","11610","54.3","4.1","106034","17064","27.3","3.6","110547","27184","11.9","3.0","43758","12401","5118","564","150960","13485","33.9","5.9","154013","34947","66.1","5.9","150521","15570","82.5","5.6","(X)","(X)","13.2","4.8","(X)","(X)","4.4","3.8","(X)","(X)","8349","816","60403","9687","53.7","6.5","(X)","(X)","42.9","6.7","(X)","(X)","10.8","3.0","(X)","(X)","46.3","6.5","(X)","(X)","35.2","6.4","(X)","(X)","11.2","4.1","(X)","(X)","23.6","(X)","(X)","(X)","25.7","(X)","(X)","(X)","22.4","(X)","(X)","(X)",
"8600000US60606","ZCTA5 60606","1973","252","106661","16430","78.0","7.4","120846","25440","0.9","1.3","-","**","0.0","1.4","-","**","19.4","6.7","57175","49514","0.0","1.4","-","**","0.9","1.4","-","**","0.9","1.4","-","**","5.0","3.5","(X)","(X)","73.9","8.2","121912","36010","5.5","4.3","(X)","(X)","72.6","7.0","(X)","(X)","11.4","4.3","(X)","(X)","10.5","5.3","(X)","(X)","593","164","132917","44788","33.2","13.8","108342","26719","66.8","13.8","159722","29371","79.1","11.1","(X)","(X)","17.9","11.0","(X)","(X)","3.0","4.6","(X)","(X)","1380","267","77941","27635","49.1","11.4","(X)","(X)","42.0","11.9","(X)","(X)","7.0","6.4","(X)","(X)","50.9","11.4","(X)","(X)","37.0","10.5","(X)","(X)","13.9","6.2","(X)","(X)","15.5","(X)","(X)","(X)","22.4","(X)","(X)","(X)","12.5","(X)","(X)","(X)",
"8600000US60607","ZCTA5 60607","12014","463","85917","9476","67.0","2.8","101661","9447","12.3","1.8","36477","21243","0.1","0.2","-","**","17.6","2.5","88214","21314","0.1","0.1","-","**","0.8","0.5","(X)","(X)","2.1","0.8","73456","30247","5.7","1.8","(X)","(X)","62.8","3.1","101970","10849","9.2","1.3","18040","5594","64.1","2.3","101512","8381","18.1","2.1","104271","19344","8.5","1.3","30804","16311","4501","347","146915","12949","34.4","4.1","137318","31732","65.6","4.1","148145","13570","80.6","3.9","162750","5926","14.8","3.4","42031","8340","4.7","1.8","108750","21593","7513","490","70913","5857","49.2","4.1","(X)","(X)","33.3","4.3","(X)","(X)","16.0","2.9","(X)","(X)","50.8","4.1","(X)","(X)","31.7","3.7","(X)","(X)","19.1","3.0","(X)","(X)","23.1","(X)","(X)","(X)","23.4","(X)","(X)","(X)","22.9","(X)","(X)","(X)",
"8600000US60608","ZCTA5 60608","25531","429","36216","1506","51.5","1.9","41462","2304","12.6","0.9","22098","3226","0.9","0.3","28375","22666","10.8","0.9","43586","6241","0.0","0.1","-","**","22.4","1.4","32554","2046","1.8","0.5","35528","5213","51.7","1.4","34423","2603","23.7","1.4","50061","4146","5.0","0.7","24304","5119","45.8","1.9","41920","2639","34.0","1.7","39677","3603","15.3","1.0","23175","1970","14948","458","38858","2781","49.5","2.5","32219","2126","50.5","2.5","46304","4335","54.4","2.3","52354","3967","32.1","2.1","26316","2026","13.5","1.7","34727","4249","10583","450","27900","3913","42.5","3.0","23131","4025","32.4","2.8","17648","2293","10.1","1.9","47289","8393","57.5","3.0","31550","2949","43.9","2.9","25482","2335","13.6","2.3","56678","11462","31.0","(X)","(X)","(X)","34.5","(X)","(X)","(X)","24.7","(X)","(X)","(X)",
"8600000US60609","ZCTA5 60609","19284","395","32284","1377","49.3","1.8","37992","3457","27.3","1.3","21302","1338","0.9","0.4","38529","19497","5.5","0.7","53125","11906","0.1","0.1","-","**","15.2","1.5","31115","1828","1.9","0.5","26174","6172","46.3","1.7","31647","1583","19.9","1.3","49970","6371","4.8","0.8","21972","6065","39.6","1.7","35129","2306","38.0","1.9","36346","2354","17.7","1.2","22624","1399","13298","436","35929","1680","51.8","2.1","30427","1923","48.2","2.1","42811","2517","52.6","2.1","46363","3804","32.4","2.2","25565","2291","15.0","1.6","27500","4152","5986","375","21998","1245","49.1","3.5","19975","2488","40.2","3.3","17313","2654","8.9","1.7","33304","6530","50.9","3.5","23607","1872","40.9","3.0","20979","1831","10.0","2.5","34809","9052","31.1","(X)","(X)","(X)","32.7","(X)","(X)","(X)","24.9","(X)","(X)","(X)",
"8600000US60610","ZCTA5 60610","22937","653","75892","3591","78.7","1.9","84840","5264","12.4","1.4","14452","6026","0.4","0.5","(X)","(X)","6.0","1.5","83260","18938","0.0","0.1","-","**","1.7","0.8","14196","7943","0.8","0.4","(X)","(X)","5.3","1.4","31803","25595","75.6","2.0","85998","5523","6.0","1.4","29130","16409","50.7","2.6","83260","4120","22.7","2.2","84583","14979","20.6","2.3","43059","13743","6582","498","134365","21712","28.4","3.9","85658","36242","71.6","3.9","151628","27634","80.1","3.5","(X)","(X)","16.9","3.3","(X)","(X)","3.0","1.8","(X)","(X)","16355","599","62434","4822","58.7","3.4","(X)","(X)","49.8","3.2","(X)","(X)","8.8","2.1","(X)","(X)","41.3","3.4","(X)","(X)","33.3","3.5","(X)","(X)","8.0","2.0","(X)","(X)","25.9","(X)","(X)","(X)","34.3","(X)","(X)","(X)","22.4","(X)","(X)","(X)",
"8600000US60611","ZCTA5 60611","20102","669","87280","8912","76.5","2.3","97432","13000","3.9","1.5","63587","39421","0.1","0.1","-","**","17.2","2.1","76946","10992","0.0","0.1","-","**","1.3","1.1","(X)","(X)","1.1","0.9","51958","49295","5.2","1.5","59968","36058","72.4","2.6","101260","11296","6.2","1.5","31618","18758","45.8","3.1","76367","4998","27.5","2.9","153629","19803","20.5","1.9","108125","25758","6752","676","162188","35953","16.2","4.0","145268","19198","83.8","4.0","175125","42675","90.7","2.8","(X)","(X)","7.2","2.6","(X)","(X)","2.1","1.0","(X)","(X)","13350","787","68787","5497","54.7","3.8","61983","6313","49.8","3.7","58824","6466","4.8","1.5","93063","35771","45.3","3.8","80660","11844","38.2","4.0","76232","9034","7.1","2.1","153088","77922","22.7","(X)","(X)","(X)","29.1","(X)","(X)","(X)","19.4","(X)","(X)","(X)",
"8600000US60612","ZCTA5 60612","13508","271","35888","2636","29.0","1.3","67055","6997","61.1","1.6","20139","2434","0.1","0.2","-","**","4.2","0.8","65328","4097","0.1","0.1","-","**","3.9","0.9","43452","12851","1.6","0.5","55804","14020","11.3","1.7","47366","8581","22.8","1.4","72019","7198","4.1","0.8","16633","4435","46.4","2.0","54721","4356","33.2","1.9","30112","6923","16.3","1.6","14586","1647","6518","314","41354","4743","51.3","3.2","31828","4277","48.7","3.2","53489","4614","37.2","2.8","87641","5488","52.1","3.1","21836","2658","10.7","2.2","37308","5308","6990","286","25827","3947","52.7","3.2","24769","5531","41.3","3.0","18115","2351","11.4","1.7","75139","12269","47.3","3.2","26370","5272","36.0","2.6","18955","4759","11.3","2.2","69495","8250","43.9","(X)","(X)","(X)","49.4","(X)","(X)","(X)","38.3","(X)","(X)","(X)",
"8600000US60613","ZCTA5 60613","26168","543","72126","4448","84.2","1.9","75350","4034","6.5","1.3","40865","20118","0.2","0.2","(X)","(X)","5.1","1.1","81172","14814","0.0","0.1","-","**","1.1","0.4","53304","32677","2.9","0.9","51036","42579","9.1","1.1","50093","7401","76.5","2.0","77360","4123","8.5","1.2","40815","3738","56.7","1.7","81571","6705","24.0","1.6","79205","12309","10.8","1.0","24764","6891","7853","520","119292","9132","38.3","3.1","141964","20405","61.7","3.1","111411","9991","82.0","2.7","(X)","(X)","12.2","2.6","(X)","(X)","5.8","1.9","(X)","(X)","18315","666","58231","4428","49.5","2.5","53777","4947","37.4","2.3","46780","5145","12.1","1.7","90435","16500","50.5","2.5","61118","4699","35.1","2.7","50757","2898","15.4","1.9","90649","14141","21.4","(X)","(X)","(X)","21.6","(X)","(X)","(X)","21.1","(X)","(X)","(X)",
"8600000US60614","ZCTA5 60614","33705","505","92714","4665","87.4","1.1","98568","4315","3.4","0.6","24483","15389","0.1","0.1","-","**","5.8","0.8","85487","9885","0.0","0.1","-","**","0.7","0.3","23438","19575","2.6","0.7","83750","37231","5.6","0.9","52602","8800","82.7","1.3","100818","3766","10.8","1.0","35693","5173","55.8","1.5","106841","3473","21.6","1.1","118405","11098","11.7","0.9","44053","7529","11252","578","171589","9683","45.7","2.8","203486","17259","54.3","2.8","151040","8373","87.5","1.9","(X)","(X)","9.0","1.5","(X)","(X)","3.5","1.1","(X)","(X)","22453","576","70649","2932","52.2","2.1","(X)","(X)","38.9","2.2","(X)","(X)","13.3","1.4","(X)","(X)","47.8","2.1","(X)","(X)","33.4","2.0","(X)","(X)","14.4","1.5","(X)","(X)","21.3","(X)","(X)","(X)","23.3","(X)","(X)","(X)","20.2","(X)","(X)","(X)",
"8600000US60615","ZCTA5 60615","19995","395","41108","2006","27.2","1.6","56085","7004","61.2","1.7","34952","3539","0.3","0.4","-","**","7.6","1.0","39722","10369","0.0","0.1","-","**","1.5","0.5","36849","11173","2.3","0.6","41574","7886","4.5","1.0","36196","7267","24.8","1.4","61617","5797","8.5","1.1","10403","1999","40.3","1.8","46738","4503","31.2","1.9","47773","6353","20.0","1.4","37724","7719","7860","414","58954","5408","48.4","3.4","49410","10005","51.6","3.4","65953","8260","52.6","3.1","89329","8517","38.9","3.2","32283","6797","8.5","2.1","37569","12580","12135","462","31570","2410","54.7","2.6","(X)","(X)","46.6","2.5","(X)","(X)","8.1","1.6","(X)","(X)","45.3","2.6","(X)","(X)","36.9","2.6","(X)","(X)","8.4","1.6","(X)","(X)","30.2","(X)","(X)","(X)","34.2","(X)","(X)","(X)","27.0","(X)","(X)","(X)",
"8600000US60616","ZCTA5 60616","22344","745","42594","2565","29.0","1.8","71641","6945","32.6","1.7","36841","6405","0.4","0.3","21496","580","32.4","1.7","27945","5026","0.0","0.1","-","**","3.7","1.4","51397","28691","1.9","0.9","36645","25360","8.0","2.0","61155","10242","25.3","1.9","73075","7181","5.0","0.9","16488","2586","43.0","2.8","54365","5144","31.9","2.5","51099","3508","20.2","1.5","20250","2206","10683","596","46904","5765","43.5","3.6","44907","7692","56.5","3.6","48438","5919","62.7","3.9","54882","10262","28.8","3.8","36955","7325","8.4","1.7","31207","18071","11661","729","40041","4237","54.6","3.5","34090","6202","47.9","3.6","32199","6972","6.7","1.8","44554","14090","45.4","3.5","43750","6255","36.2","3.6","42262","5515","9.2","1.6","50588","7423","27.8","(X)","(X)","(X)","33.1","(X)","(X)","(X)","22.6","(X)","(X)","(X)",
"8600000US60617","ZCTA5 60617","27700","484","37796","1683","32.9","1.1","40538","1566","60.5","1.1","36264","1981","0.5","0.3","43625","16424","0.2","0.2","36042","605","0.0","0.1","-","**","5.0","0.7","35849","4248","1.0","0.4","24625","14365","29.7","1.1","40364","2148","9.8","0.8","38469","3023","2.5","0.6","18991","5064","28.9","1.6","35045","3302","40.3","1.6","45621","1964","28.3","1.3","32544","2857","18941","594","44629","2622","42.4","2.2","35510","2284","57.6","2.2","52718","3418","49.7","2.3","59218","3598","41.8","2.4","30392","1968","8.5","1.2","35756","4486","8759","565","22948","2095","60.1","3.4","22117","2117","55.7","3.2","21415","2272","4.4","1.7","36509","19547","39.9","3.4","25803","4767","35.3","3.5","22470","3764","4.6","1.6","43652","6472","43.8","(X)","(X)","(X)","46.7","(X)","(X)","(X)","35.4","(X)","(X)","(X)",
"8600000US60618","ZCTA5 60618","35430","618","57500","1929","83.1","1.1","58683","1858","2.7","0.6","51146","14586","0.3","0.2","(X)","(X)","5.2","0.6","70709","6864","0.1","0.1","-","**","6.3","0.8","42286","5763","2.3","0.5","48650","7477","34.4","1.4","43759","3469","56.0","1.4","71491","2796","3.9","0.7","25888","4155","52.3","1.6","69556","3111","30.4","1.7","55532","3082","13.4","1.0","33020","3228","21088","589","65065","3188","50.7","1.8","66955","5806","49.3","1.8","63379","4744","70.4","2.1","84636","4075","19.4","2.2","35995","4229","10.2","1.4","37146","6666","14342","568","47173","2410","45.8","2.4","41667","3493","34.9","2.3","33367","4570","10.9","1.3","72857","9437","54.2","2.4","51880","3576","34.8","2.3","40743","3196","19.4","2.1","79484","9733","29.4","(X)","(X)","(X)","32.2","(X)","(X)","(X)","24.0","(X)","(X)","(X)",
"8600000US60619","ZCTA5 60619","25696","562","32239","2137","1.1","0.4","29261","23967","97.1","0.6","32370","2227","0.0","0.1","-","**","0.2","0.2","(X)","(X)","0.1","0.1","-","**","0.5","0.2","(X)","(X)","1.0","0.4","40208","21573","0.9","0.4","(X)","(X)","0.9","0.4","(X)","(X)","2.1","0.6","13289","8618","26.9","1.7","31538","2699","43.3","2.0","36468","2418","27.6","1.3","29983","3274","14127","633","44045","4312","39.2","2.6","29953","2851","60.8","2.6","51963","3627","32.9","2.4","65069","6661","53.9","2.8","37673","3620","13.2","1.8","33731","4170","11569","662","21387","1570","59.8","3.1","20174","2262","54.5","3.0","19226","2286","5.3","1.3","31960","10551","40.2","3.1","23034","2560","34.1","3.1","22378","2809","6.1","1.6","35804","15476","44.4","(X)","(X)","(X)","48.0","(X)","(X)","(X)","38.0","(X)","(X)","(X)",
"8600000US60620","ZCTA5 60620","25453","430","32168","1306","1.0","0.4","56806","9590","97.3","0.7","32273","1356","0.6","0.5","23413","12992","0.1","0.1","(X)","(X)","0.0","0.1","-","**","0.3","0.3","(X)","(X)","0.7","0.3","25750","16829","1.2","0.6","36741","19963","0.4","0.3","50741","18104","1.5","0.5","19006","8516","29.7","1.7","28564","2864","38.8","1.7","37942","3487","30.1","1.4","30749","2286","16153","499","38906","2074","35.7","2.0","27003","1798","64.3","2.0","47800","3209","33.0","2.2","60724","3124","56.5","2.6","30022","2434","10.5","1.7","41170","10595","9300","470","20594","1689","60.1","3.3","19633","1732","55.3","3.3","18667","1809","4.8","1.4","39100","12000","39.9","3.3","21935","2425","35.3","3.2","21211","2735","4.6","1.4","27344","9887","44.7","(X)","(X)","(X)","49.7","(X)","(X)","(X)","34.5","(X)","(X)","(X)",
"8600000US60621","ZCTA5 60621","11014","367","19832","1817","0.5","0.4","(X)","(X)","96.5","0.9","20245","1912","0.5","0.5","(X)","(X)","0.2","0.2","-","**","0.0","0.1","-","**","1.1","0.6","17471","9494","1.2","0.6","17000","5436","1.5","0.6","17180","6063","0.4","0.4","(X)","(X)","4.1","1.3","12585","3782","32.5","2.5","21291","2904","37.5","2.4","19507","3053","25.8","1.9","20293","2684","6512","326","24753","2191","46.3","2.9","18431","3137","53.7","2.9","30691","3230","20.0","2.9","39906","6650","68.0","3.1","20876","3764","12.0","2.3","23319","5761","4502","339","13406","1393","52.4","4.7","(X)","(X)","48.2","4.9","(X)","(X)","4.2","1.7","(X)","(X)","47.6","4.7","(X)","(X)","42.4","4.8","(X)","(X)","5.2","1.9","(X)","(X)","40.9","(X)","(X)","(X)","45.5","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"8600000US60622","ZCTA5 60622","23632","394","75163","3383","79.6","1.6","82537","3319","6.3","1.0","29151","10393","0.3","0.2","(X)","(X)","4.5","0.8","91500","13263","0.0","0.1","-","**","6.8","1.2","40816","4661","2.5","0.5","84167","41360","20.5","1.3","35091","6237","66.6","1.6","94334","3945","4.1","0.6","53521","5117","66.8","1.5","87821","5307","20.7","1.3","62321","6832","8.4","0.9","18315","4042","10023","443","95916","8736","45.3","2.9","95324","15879","54.7","2.9","99550","13223","68.9","3.0","130365","8330","22.1","2.6","27283","5030","9.0","2.1","57118","27428","13609","518","65494","3814","44.2","2.7","59214","5114","28.5","2.7","49832","6529","15.7","1.8","82321","8100","55.8","2.7","71635","4806","34.3","2.4","56294","7570","21.5","2.1","104693","10483","28.8","(X)","(X)","(X)","29.9","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"8600000US60623","ZCTA5 60623","24929","395","28091","1389","44.7","1.7","29797","1746","36.1","1.0","21963","1463","0.4","0.2","(X)","(X)","0.1","0.1","(X)","(X)","0.0","0.1","-","**","17.8","1.6","33659","2227","0.9","0.4","39848","17547","60.9","1.1","30713","1047","2.7","0.5","39621","5360","4.1","0.8","18750","5620","40.9","1.7","26286","1401","39.0","1.7","32832","1734","15.9","1.1","22547","2557","18921","499","30023","1354","55.0","2.0","24953","1683","45.0","2.0","36287","2805","45.5","2.1","39007","1764","40.8","2.1","19694","1515","13.7","1.7","29407","3157","6008","374","19597","1500","48.4","3.6","16694","2067","42.0","3.7","14576","2850","6.4","2.4","32571","6302","51.6","3.6","21837","2677","40.3","4.1","18808","1943","11.4","2.7","49100","9487","36.7","(X)","(X)","(X)","36.6","(X)","(X)","(X)","32.4","(X)","(X)","(X)",
"8600000US60624","ZCTA5 60624","11863","265","22204","1545","2.7","0.7","(X)","(X)","95.0","1.0","21713","1573","0.1","0.1","-","**","0.3","0.3","(X)","(X)","0.0","0.2","-","**","1.4","0.6","40500","19812","0.5","0.3","(X)","(X)","2.2","0.8","37500","16088","2.1","0.7","(X)","(X)","3.3","1.0","15533","4978","37.7","2.3","22955","2945","35.5","2.3","25309","5040","23.4","1.8","19125","2391","7813","299","27296","2454","50.1","2.5","21623","2272","49.9","2.5","35588","3342","22.7","2.7","48011","6877","64.2","3.2","20500","2497","13.1","2.6","31397","7935","4050","250","12803","1722","52.6","4.5","(X)","(X)","47.2","4.3","(X)","(X)","5.4","2.3","(X)","(X)","47.4","4.5","(X)","(X)","40.7","4.4","(X)","(X)","6.7","2.0","(X)","(X)","63.8","(X)","(X)","(X)","66.8","(X)","(X)","(X)","55.8","(X)","(X)","(X)",
"8600000US60625","ZCTA5 60625","29132","479","56507","2689","71.5","1.8","61171","2139","3.8","0.9","35000","12217","0.3","0.3","(X)","(X)","12.4","1.4","46667","10609","0.0","0.1","-","**","9.6","1.0","45030","6271","2.4","0.6","58451","6395","26.0","1.6","43038","5721","55.7","1.9","66896","3744","3.1","0.6","36125","10538","51.5","1.9","61754","3729","31.6","1.8","57889","5284","13.7","1.2","34753","4924","16568","611","64044","2632","46.9","2.5","53304","7053","53.1","2.5","75938","4292","73.4","2.3","78726","5744","15.9","2.1","33786","5386","10.7","1.6","47940","4985","12564","533","43695","4950","51.3","3.1","(X)","(X)","38.1","2.7","(X)","(X)","13.2","2.2","(X)","(X)","48.7","3.1","(X)","(X)","34.2","3.3","(X)","(X)","14.5","2.4","(X)","(X)","33.8","(X)","(X)","(X)","38.1","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"8600000US60626","ZCTA5 60626","22040","455","36439","1114","63.5","2.3","43578","3801","25.1","1.8","26259","2498","0.1","0.1","-","**","5.3","1.1","33650","11855","0.0","0.1","-","**","3.1","0.8","24167","12964","2.9","0.7","28977","26292","15.1","1.5","36250","2323","52.2","1.9","46879","5200","7.1","1.2","19167","3570","46.8","2.2","43154","4334","33.8","2.1","38205","4274","12.3","1.3","16904","1060","8339","523","50164","4301","46.7","3.5","43317","5838","53.3","3.5","55844","6509","66.6","4.1","63059","5980","23.4","3.3","29508","7332","10.0","2.9","36176","13287","13701","536","27944","2894","46.5","2.8","(X)","(X)","38.0","2.7","(X)","(X)","8.5","1.5","(X)","(X)","53.5","2.8","(X)","(X)","40.7","2.7","(X)","(X)","12.8","1.9","(X)","(X)","28.0","(X)","(X)","(X)","32.6","(X)","(X)","(X)","24.5","(X)","(X)","(X)",
"8600000US60628","ZCTA5 60628","23268","502","36242","1696","3.7","0.5","32417","9916","94.6","0.7","36180","1726","0.1","0.1","(X)","(X)","0.2","0.1","66442","58559","0.0","0.1","-","**","0.8","0.3","57188","10923","0.7","0.3","30469","22854","2.8","0.5","41827","13731","1.9","0.4","31908","9767","1.7","0.6","16586","4500","26.2","1.4","31232","4686","39.9","1.8","40997","2385","32.1","1.4","34797","2436","15176","555","41600","2291","36.0","1.8","28548","3888","64.0","1.8","47139","2343","37.1","2.0","(X)","(X)","54.0","2.2","(X)","(X)","8.9","1.6","(X)","(X)","8092","452","22990","2943","63.0","3.7","(X)","(X)","58.6","3.3","(X)","(X)","4.5","1.9","(X)","(X)","37.0","3.7","(X)","(X)","32.2","3.5","(X)","(X)","4.7","1.8","(X)","(X)","46.8","(X)","(X)","(X)","51.4","(X)","(X)","(X)","36.6","(X)","(X)","(X)",
"8600000US60629","ZCTA5 60629","30840","445","40712","1251","37.1","1.7","45175","2437","26.8","1.0","26439","2720","0.4","0.2","(X)","(X)","0.8","0.3","43913","28794","0.0","0.1","-","**","33.2","1.8","46099","2691","1.7","0.4","55221","5625","58.1","1.0","46991","1633","13.7","0.9","40157","2897","2.7","0.6","27321","11437","40.5","1.4","40968","2455","40.4","1.7","47614","2127","16.4","1.0","29222","3738","23594","495","43996","1324","56.0","2.0","41217","2487","44.0","2.0","48009","3053","57.9","2.3","53970","2109","29.1","2.1","29754","2539","12.9","1.5","40028","5326","7246","458","22056","1752","46.7","3.6","18490","3154","40.6","3.2","16553","1910","6.0","1.9","49828","19893","53.3","3.6","25435","3174","42.7","3.5","23211","3165","10.6","2.6","33788","8954","26.3","(X)","(X)","(X)","27.1","(X)","(X)","(X)","20.7","(X)","(X)","(X)",
"8600000US60630","ZCTA5 60630","20533","372","62244","4859","79.9","1.8","61614","5229","1.5","0.6","76602","36749","0.4","0.3","82125","47370","9.4","1.2","74964","14625","0.0","0.1","-","**","6.9","1.5","47782","2621","2.0","0.6","71546","9550","18.9","1.8","60735","12142","68.5","2.1","59655","5829","1.4","0.5","37279","16085","35.5","2.3","76574","4456","41.2","2.4","70017","3714","21.9","1.6","31879","2454","13394","533","76611","4738","44.0","2.8","80430","6727","56.0","2.8","74172","5574","74.3","2.6","87779","4642","19.1","2.6","44904","7744","6.6","1.4","54666","8961","7139","506","34910","3039","54.6","4.1","31350","3980","47.3","4.0","26232","3950","7.4","2.1","70231","3841","45.4","4.1","39602","7113","39.3","3.7","36264","3287","6.1","1.9","82031","12849","42.1","(X)","(X)","(X)","43.8","(X)","(X)","(X)","38.6","(X)","(X)","(X)",
"8600000US60631","ZCTA5 60631","11493","274","76400","6027","94.1","1.5","75760","6168","1.0","1.0","121250","4535","0.0","0.2","-","**","2.1","0.9","76094","17894","0.0","0.2","-","**","1.5","0.7","110370","84848","1.3","0.9","(X)","(X)","5.0","1.0","99647","13238","90.5","1.6","74898","5862","0.6","0.6","(X)","(X)","30.6","2.6","(X)","(X)","38.3","2.3","(X)","(X)","30.5","2.4","(X)","(X)","7189","364","98419","6499","39.0","3.1","116940","10219","61.0","3.1","87909","7750","82.7","3.4","(X)","(X)","11.3","2.8","(X)","(X)","6.0","2.1","(X)","(X)","4304","325","40160","5078","57.6","5.7","31496","7210","53.3","5.9","29556","6634","4.3","1.9","67212","26395","42.4","5.7","64647","11854","34.9","5.5","55425","13914","7.6","3.0","85302","20323","38.2","(X)","(X)","(X)","38.4","(X)","(X)","(X)","37.7","(X)","(X)","(X)",
